name,latitude,longitude,postcode,chargeDeviceStatus,deviceControllerName
Bristol Airport,51.38586,-2.712836,BS48 3DY,In service,Charge Your Car
Brislington Park & Ride 2,51.428141,-2.537584,BS4 5LR,In service,Charge Your Car
Compass Holidays,51.896908,-2.100749,GL51 8NP,In service,Charge Your Car
Aztec West Business Park,51.542921,-2.572277,BS32 4TD,In service,Charge Your Car
Temple Gate Car Park 1,51.448168,-2.583835,BS1 6PL,In service,Charge Your Car
Trenchard Street Car Park 2,51.454938,-2.598994,BS1 5AN,In service,Charge Your Car
Trenchard Street Car Park 3,51.454951,-2.598929,BS1 5AN,In service,Charge Your Car
Trenchard Street Car Park 4,51.454958,-2.59894,BS1 5AN,In service,Charge Your Car
Portway Park & Ride 2,51.491174,-2.68835,BS11 9QE,In service,Charge Your Car
Portway Park & Ride 3,51.490613,-2.688865,BS11 9QE,In service,Charge Your Car
University of Bath East Car Park 2,51.379085,-2.324092,BA2 7PB,In service,Charge Your Car
University of Bath East Car Park 3,51.379085,-2.324285,BA2 7PB,In service,Charge Your Car
West End Car Park 2,51.455675,-2.609493,BS8 1JX,In service,Charge Your Car
West End Car Park 3,51.455582,-2.609622,BS8 1JX,In service,Charge Your Car
Hewlett Packard Bristol Office 2,51.501004,-2.554038,BS34 8QZ,In service,Charge Your Car
Hewlett Packard Bristol Office 3,51.501138,-2.55421,BS34 8QZ,In service,Charge Your Car
Fareham Council Car Park,50.85483,-1.1742,PO16 7AZ,In service,ChargePoint Services
The Rapids Romsey,50.986471,-1.488127,SO51 8AF,In service,ChargePoint Services
A40 Eynsham,51.78802,-1.36625,OX29 4EN,In service,ChargePoint Services
Charlton Road Andover,51.213845,-1.493437,SP10 3JZ,In service,ChargePoint Services
South Winchester Park & Ride,51.032406,-1.328525,SO21 2FG,In service,ChargePoint Services
Moa Place Car Park,50.681725,-1.523949,PO40 9DT,In service,ChargePoint Services
Ventnor Botanical Gardens,50.589604,-1.227905,PO38 1UL,In service,ChargePoint Services
St John's Road Car Park,50.654991,-1.155258,PO36 8ER,In service,ChargePoint Services
Cross Street Car Park,50.760598,-1.298771,PO31 7TA,In service,ChargePoint Services
Gosport,50.79327,-1.12408,PO12 1EX,In service,ChargePoint Services
Chapel Street Carpark,50.698383,-1.297001,PO30 1PY,In service,ChargePoint Services
Quay Road Car Park,50.732474,-1.157001,PO33 2HH,In service,ChargePoint Services
Basingstoke,51.265929,-1.091155,RG21 7RD,In service,ChargePoint Services
Town Council Carpark Petersfield,51.00338,-0.93234,GU31 4EA,In service,ChargePoint Services
Winchester University,51.061891,-1.333389,SO22 5DL,In service,ChargePoint Services
Winchester University,51.061891,-1.333389,SO22 5DL,In service,ChargePoint Services
Newquay Cornwall Airport,50.446851,-5.002152,TR8 4RQ,In service,ChargePoint Services
Truro Park & Ride,50.264909,-5.121183,TR4 9AN,In service,ChargePoint Services
Truro Park & Ride,50.264909,-5.121183,TR4 9AN,In service,ChargePoint Services
Truro Park & Ride,50.264909,-5.121183,TR4 9AN,In service,ChargePoint Services
Cornwall College Camborne,50.227304,-5.275711,TR15 3RD,In service,ChargePoint Services
Cornwall Camborne College,50.227304,-5.275711,TR15 3RD,In service,ChargePoint Services
Cornwall College Newquay,50.410646,-5.066738,TR7 2LZ,In service,ChargePoint Services
Cornwall College St.Austell,50.346543,-4.784679,PL25 4DJ,In service,ChargePoint Services
New County Hall - Truro,50.260611,-5.069132,TR1 3AY,In service,ChargePoint Services
New County Hall,50.260611,-5.069132,TR1 3AY,In service,ChargePoint Services
Dolcoath Council Offices,50.215614,-5.288369,TR14 8SX,In service,ChargePoint Services
Dolcoath Council Offices,50.215614,-5.288369,TR14 8SX,In service,ChargePoint Services
Cornwall College Saltash,50.406684,-4.227577,PL12 4AE,In service,ChargePoint Services
Wadebridge - Higher Trenant Office,50.521714,-4.823517,PL27 6TW,In service,ChargePoint Services
"Wadebridge, Higher Trenant Offices",50.521714,-4.823517,PL27 6TW,In service,ChargePoint Services
"Wadebridge, Higher Trenant Offices",50.521714,-4.823517,PL27 6TW,In service,ChargePoint Services
Eden Project,50.365451,-4.748631,PL24 2SG,In service,ChargePoint Services
West End Bodmin Business Park,50.475411,-4.702531,PL31 2RJ,In service,ChargePoint Services
New County Hall,50.260611,-5.069132,TR1 3AY,In service,ChargePoint Services
Holmbush Inn,50.340282,-4.758047,PL25 3LL,In service,ChargePoint Services
Theatre Royal Plymouth,50.369504,-4.145009,PL1 2TR,In service,ChargePoint Services
Bude Tourist Information Centre,50.82704,-4.546094,EX23 8LE,In service,ChargePoint Services
Churchfield Car Park - Camelford,50.623616,-4.677401,PL32 9PA,In service,ChargePoint Services
Tolvaddon Fire Station,50.229418,-5.285198,TR14 0EJ,In service,ChargePoint Services
Cornwall Council West Looe,50.357348,-4.457085,PL13 2AF,In service,ChargePoint Services
Albany Road Car Park,50.414993,-5.073845,TR7 2NQ,In service,ChargePoint Services
Whitehouse Services,50.738889,-3.956626,EX20 1QJ,In service,ChargePoint Services
New Road Car Park Callington,50.502287,-4.31557,PL17 7BE,In service,ChargePoint Services
County Arms Highertown,50.261188,-5.073519,TR1 3PY,In service,ChargePoint Services
Town Quarry Car Park,50.155497,-5.074289,TR11 3BX,In service,ChargePoint Services
Scorrier 1,50.252337,-5.200696,TR16 5AZ,In service,ChargePoint Services
Scorrier 2,50.252082,-5.202969,TR16 5AZ,In service,ChargePoint Services
Newquay Cornwall Airport,50.446851,-5.002152,TR8 4RQ,In service,ChargePoint Services
Newquay Cornwall Airport,50.446851,-5.002152,TR8 4RQ,In service,ChargePoint Services
Pydar House,50.265717,-5.055243,TR1 1EA,In service,ChargePoint Services
Pydar House,50.265717,-5.055243,TR1 1EA,In service,ChargePoint Services
Trevissome Park,50.288124,-5.15113,TR4 8UN,In service,ChargePoint Services
Earl of Chatham,50.4067,-4.66302,PL22 0EP,In service,ChargePoint Services
Maidstone Leisure Centre,51.265414,0.535358,ME15 7RN,In service,Charge Your Car
Ashford Civic Centre,51.145652,0.875623,TN23 1PL,In service,Charge Your Car
Vicarage Lane Car Park,51.148438,0.874604,TN23 1NJ,In service,Charge Your Car
Julie Rose Stadium,51.155396,0.900314,TN24 9QX,In service,Charge Your Car
Tenterden Leisure Centre,51.066896,0.69286,TN30 6RA,In service,Charge Your Car
"Station Road, Tenterden",51.068329,0.68509,TN30 6HN,In service,Charge Your Car
Crescent Road,51.132861,0.26622,TN1 2LU,In service,Charge Your Car
Great Hall Car Park,51.130444,0.263838,TN1 1QQ ,In service,Charge Your Car
Swallows Leisure Centre,51.339174,0.736567,ME10 4BJ,In service,Charge Your Car
Swale House,51.339792,0.741022,ME10 3HT,In service,Charge Your Car
Apollo House,51.33498,1.414818,CT11 9SA,In service,Charge Your Car
Poltons Family Centre,51.124371,1.294852,CT17 9NR,In service,Charge Your Car
Invicta House 1,51.27906,0.521025,ME14 1XX,In service,Charge Your Car
Invicta House 2,51.27906,0.521025,ME14 1XX,In service,Charge Your Car
Sessions House 1,51.278598,0.52231,ME14 1XQ,In service,Charge Your Car
Sessions House 2,51.278598,0.52231,ME14 1XQ,In service,Charge Your Car
Worrall House 1,51.276193,0.396768,ME19 4AE,In service,Charge Your Car
Worrall House 2,51.276193,0.396334,ME19 4AE,In service,Charge Your Car
Mill Lane,51.385934,1.382203,CT9 1LB,In service,Charge Your Car
Leopold Street Car Park,51.332422,1.418111,CT11 9EF,In service,Charge Your Car
Canterbury City Council Offices,51.283924,1.092861,CT1 1YW,In service,Charge Your Car
Military Road Car Park,51.071552,1.079766,CT21 1BP,In service,Charge Your Car
Shelleons Street Car Park,51.080689,1.180845,CT20 1BP,In service,Charge Your Car
West Street Car Park,50.985052,0.937829,TN28 9QD,In service,Charge Your Car
Aylesford Highway Depot,51.304091,0.500304,ME20 7BU,In service,Charge Your Car
Ashford Highway Depot,51.149545,0.889439,TN24 8AD,In service,Charge Your Car
Rapid EVCP,51.990817,-1.701073,GL56 0JY,In service,Charge Your Car
Rapid EVCP,51.716706,-1.960276,GL7 1BW,In service,Charge Your Car
Crewe Library Car Park,53.09722,-2.439945,CW1 2DQ,Out of service,Charge Your Car
Crewe Library Car Park,53.09722,-2.439945,CW1 2DQ,Out of service,Charge Your Car
Boston West Academy,52.97771,-0.051386,PE21 7QG,In service,metermanager
City College Coventry,52.414815,-1.50256,CV1 5DG,In service,ChargePoint Services
Randles Peugeot Stoke on Trent,53.0268,-2.18876,ST1 5LG,In service,Elektromotive
RCS Plc,53.3358,-0.959832,DN22 7WF,In service,ABB
Richard Sanders Renault Kettering C3,52.406999,-0.734272,NN16 8TB,In service,metermanager
Robins and Day Peugeot Birmingham,52.514489,-1.82362,B24 9NY,In service,Elektromotive
Robins and Day Peugeot Nottingham,52.97379,-1.15182,NG5 2DA,In service,Elektromotive
Saren Engineering Birmingham,52.489712,-1.882934,B7 4LW,In service,metermanager
Southview Park Hotel Skegness,53.156848,0.307362,PE25 2LA,In service,metermanager
intu Potteries Shopping Centre Car Park 1,53.027304,-2.175805,ST1 1PS,In service,Elektromotive
intu Potteries Shopping Centre Car Park 2,53.027982,-2.175819,ST1 1PS,In service,Elektromotive
Goscote Service Centre Renault 1 (forecourt),52.713297,-1.050596,LE7 3ZL,In service,metermanager
Drive Vauxhall Leicester 2,52.619299,-1.135637,LE2 7SL,In service,Voltec
Crystal Nissan Boston,52.973176,-0.066393,PE21 7NU,In service,metermanager
Smart/Mercedes Benz Birmingham Central 1,52.479413,-1.8777,B4 7XH,In service,SPX/Bosch/Keba
Loughborough University P1,52.762817,-1.242459,LE11 3TU,In service,metermanager
Loughborough University P9,52.765531,-1.224826,LE11 3TU,In service,metermanager
Victoria Centre White Car Park Level 1 A,52.958749,-1.147651,NG1 3QN,In service,Elektromotive
Bristol Street Motors Derby Renault 1 ,52.93455,-1.465609,DE21 4PB,In service,metermanager
Bristol Street Motors Ilkeston Nissan 1,52.96698,-1.311098,DE7 5FH,In service,metermanager
Nissan William A Lewis Shrewsbury 1,52.735986,-2.721403,SY1 4PP,In service,metermanager
Corby Town Football Club,52.507014,-0.717763,NN17 2FB,In service,Siemens
Marlec Engineering Corby,52.500118,-0.674966,NN17 5XY,In service,Siemens
Corby Enterprise Centre 2,52.505186,-0.642068,NN17 5EU,In service,Siemens
Kier Environmental Corby 1,52.502975,-0.644723,NN17 5JF,In service,Siemens
Corby Cube 3,52.487076,-0.706162,NN17 1QG,In service,Siemens
Nottingham Trent University Clifton Campus,52.912955,-1.184613,NG11 8NS,In service,Elektromotive
Nottingham Trent University City Campus,52.957569,-1.156397,NG1 5JD,In service,Elektromotive
Nottingham Trent University Brackenhurst Camp,53.063306,-0.963777,NG25 0QF,In service,Elektromotive
Solihull Metropolitan Council - 70546,52.41072,-1.778,B91 3QS,In service,Charge Your Car
Combs Tannery,52.16661,0.985263,IP14 2EN,In service,*No Controller
Ascertiva,51.899916,-0.50936,LU5 5ZX,In service,*No Controller
Cambridge Science Park 1,52.233828,0.142133,CB4 0FZ,In service,*No Controller
Cambridge Science Park 2,52.234694,0.139696,CB4 0FZ,In service,*No Controller
Babraham P&R 1,52.168916,0.158728,CB22 3AB,In service,*No Controller
Babraham P&R 2,52.16891,0.158726,CB22 3AB,In service,*No Controller
Longstanton P&R 1,52.291516,0.054368,CB24 3DS,In service,*No Controller
Longstanton P&R 2,52.291495,0.054454,CB24 3DS,In service,*No Controller
Milton Road P&R 2,52.244728,0.150296,CB24 6DQ,In service,*No Controller
TrumpingtonP&R,52.168052,0.107811,CB2 9FT,In service,*No Controller
TrumpingtonP&R,52.168029,0.107806,CB2 9FT,In service,*No Controller
Madingly Park & Ride 1,52.214945,0.083652,CB3 0EX,In service,*No Controller
Madingly Park & Ride 2,52.214728,0.083961,CB3 0EX,In service,*No Controller
Cambridge Regional College,52.235472,0.135075,CB4 2QT,In service,*No Controller
Cambridge Regional College,52.235404,0.135074,CB4 2QT,In service,*No Controller
Cambridge Regional College,52.236911,0.136665,CB4 2QT,In service,*No Controller
Cambridge Regional College,52.234886,0.134944,CB4 2QT,In service,*No Controller
Cambridge Regional College,52.235715,0.131807,CB4 2QT,In service,*No Controller
Cambridge Regional College,52.23472,0.13375,CB4 2QT,In service,*No Controller
Town Meadow Car Park,52.038779,-0.335684,SG17 5ED,In service,*No Controller
Milton,52.246611,0.165488,CB24 6DB,In service,*No Controller
Isle Campus,52.659739,0.169711,PE13 2JE,In service,*No Controller
Doddington Community Hospital,52.499769,0.054942,PE15 0UG,In service,*No Controller
Dunton Visitors' 1,51.582807,0.404725,SS15 6EE,In service,*No Controller
Dunton Visitors' 2,51.582807,0.404743,SS15 6EE,In service,*No Controller
Glyn Hopkins Rapid Charger,51.751858,-0.275685,AL4 0QU,In service,*No Controller
London Road,51.75049,-0.33823,AL1 1NG,In service,*No Controller
"Liquid 11, Lowestoft",52.475924,1.715038,NR32 3LQ,In service,*No Controller
Marshall,52.269015,0.705438,IP32 6NU,In service,*No Controller
Notre Damn High School,52.62188,1.29876,NR1 3PB,In service,*No Controller
Orbis Energy Lowestoft,52.479186,1.76065,NR32 1XH,In service,*No Controller
Orbis Energy Beacon Park,52.555985,1.71309,NR31 7RA,In service,*No Controller
Minsmere,52.247562,1.619115,IP17 3BY,In service,*No Controller
King Street Car Park,51.5156,0.4262,SS17 0HL,In service,*No Controller
Marshall Toyota Peterborough,52.574198,-0.221603,PE1 5AU,In service,*No Controller
St Georges Car Park,51.902199,-0.200059,SG1 1EP,In service,*No Controller
St Georges Car Park,51.902198,-0.200058,SG1 1EP,In service,*No Controller
Glyn Hopkin Colchester,51.884349,0.913933,CO1 2GN,In service,*No Controller
Glyn Hopkin Colchester,51.884345,0.91401,CO1 2GN,In service,*No Controller
Glyn Hopkin Waltham Abbey,51.682569,0.001226,EN9 1JG,In service,*No Controller
Glyn Hopkin Waltham Abbey,51.682544,0.001164,EN9 1JG,In service,*No Controller
Southend Civic Centre Car Park,51.545469,0.70849,SS2 6ER,In service,*No Controller
Watford Business Park,51.646622,-0.426528,WD18 8QU,In service,*No Controller
Riddell Gardens,51.989,-0.185,SG7 6ND,In service,*No Controller
Royston Civic Centre,52.048,-0.019,SG8 7XB,In service,*No Controller
Gernon Road Car Park,51.978,-0.255,SG6 3JF,In service,*No Controller
Lairage Car Park,51.949,-0.28,SG5 2JT,In service,*No Controller
Woodside Car Park,51.949,-0.27,SG4 9SG,In service,*No Controller
Ipswich Hosp 1,52.056284,1.198754,IP4 5PD,In service,*No Controller
Close Charge Point,52.578465,-0.207355,PE15FL,In service,*No Controller
Taliesin Theatre 01,51.61017,-3.979976,SA2 8PP,In service,*No Controller
Preseli Halls 01,51.61045,-3.98284,sa28pp,In service,*No Controller
Merrion Centre 01,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 02,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 03,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 04,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 05,53.802358,-1.543641,LS28BT,In service,*No Controller
Merrion Centre 06,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 07,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 08,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 09,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 10,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 11,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 12,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 13,53.802358,-1.543641,LS28BT,In service,APT
Merrion Centre 14 Tesla,53.802358,-1.543641,LS28BT,In service,CitiPark
Merrion Centre 15 Tesla,53.802358,-1.543641,LS28BT,In service,CitiPark
Merrion Centre 16 Tesla,53.802358,-1.543641,LS28BT,In service,CitiPark
Leeds Dock 01,53.791192,-1.531209,LS101LE,In service,CitiPark
Leeds Dock 02,53.791192,-1.531209,LS101LE,In service,CitiPark
Leeds Dock 03,53.791192,-1.531209,LS101LE,In service,CitiPark
Manchester Tariff street 01,53.481558,-2.230435,M12FJ,In service,CitiPark
Manchester Tariff street 02,40.416288,-3.703373,M12FJ,In service,CitiPark
Manchester Tariff street 03,53.481558,-2.230435,M12FJ,In service,CitiPark
Manchester Tariff street 04,53.481558,-2.230435,M12FJ,In service,CitiPark
Watford Sutton 01,51.658197,-0.395332,WD17 2PS,In service,CitiPark
Watford Sutton 02,51.658197,-0.395332,WD17 2PS,In service,CitiPark
Watford Sutton 03,51.658197,-0.395332,WD17 2PS,In service,CitiPark
Watford Gade 01,51.657893,-0.401357,WD18 0JX,In service,CitiPark
Watford Gade 02,51.657893,-0.401357,WD18 0JX,In service,CitiPark
Ilford 01,51.557648,0.072368,IG1 1AG,In service,CitiPark
Ilford 02,51.557648,0.072368,IG1 1AG,In service,CitiPark
Ilford 03,51.557648,0.072368,IG1 1AG,In service,CitiPark
Ilford 04,51.557648,0.072368,IG1 1AG,In service,CitiPark
Watford Gade 03,51.657893,-0.401357,WD18 0JX,In service,CitiPark
EV Charge Point,51.728844,0.680297,CM9 5DL,In service,*No Controller
Ponsford Studio Charging Point,53.360998,-1.47262,S2 4HS,In service,*No Controller
First Group Plymouth Station,50.377794,-4.142626,PL4 6AB,In service,ChargePoint Services
First Group Bristol Parkway Station,51.514641,-2.543094,BS34 8PU,In service,ChargePoint Services
First Group Trowbridge Station,51.319684,-2.213762,BA14 8HW,In service,ChargePoint Services
First Group Romsey Station,50.99261,-1.493745,SO51 8DU,In service,ChargePoint Services
Sainsbury's Wilmslow 1,53.324296,-2.233641,SK9 1NW,In service,Engenie
Sainsbury's Wilmslow 2,53.324239,-2.233695,SK9 1NW,In service,Engenie
Princess Street Congleton 1,53.165019,-2.213179,CW12 1DF,In service,Engenie
Princess Street Congleton 2,53.165011,-2.213048,CW12 1DF,In service,Engenie
Love Lane Nantwich 1,53.06483,-2.521973,CW5 5BH,In service,Engenie
Love Lane Nantwich 2,53.06482,-2.522083,CW5 5BH,In service,Engenie
Church Road Fleet,51.282858,-0.842482,GU51 4ND,In service,Engenie
Hackney Council Service Centre,51.544737,-0.055863,E8 1GQ,In service,ChargePoint Services
Hackney Council Bentley Road,51.545497,-0.077537,N1 4BY,In service,ChargePoint Services
Hackney Council Calvert Avenue,51.526308,-0.076671,E2 7JP,In service,ChargePoint Services
Tamnamore Park and Ride,54.495424,-6.651819,BT71,In service,NI Public Sector
Crawfordsburn Country Park,54.66607,-5.72977,BT19 1JT,In service,NI Public Sector
Ness Country Park,54.942011,-7.184942,BT47 3TR,In service,NI Public Sector
Roe Valley Country Park,55.024137,-6.939751,BT49 9NN,In service,NI Public Sector
 Peatland Park Dungannon,54.483746,-6.616862,BT71 6NW,In service,NI Public Sector
Belfast Zoo,54.658105,-5.943716,BT36 7PN,In service,NI Public Sector
Crumlin Community Centre,54.619369,-6.214091,BT29 4UP,In service,NI Public Sector
Antrim Civic Centre,54.726803,-6.208262,BT41 2UB,In service,NI Public Sector
Castle Gardens Antrim,54.71886,-6.225851,BT41 4LH,In service,NI Public Sector
Allen Park Golf Centre,54.726132,-6.247433,BT41 4NA,In service,NI Public Sector
